catalog_product_id,canonical_name,category,subcategory,preferred_brand,preferred_variant,image_strategy,source_type,target_filename,image_prompt,status
taco-kit,Taco Kit,Pantry,Meal Kits,,,EXISTING,existing_asset,/images/products/taco-kit.jpg,,existing
olive-oil,Olive Oil,Pantry,Oils,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/olive-oil.jpg,"generic unbranded container or package. Olive Oil, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
vegetable-oil,Vegetable Oil,Pantry,Oils,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/vegetable-oil.jpg,"generic unbranded container or package. Vegetable Oil, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
pasta,Pasta,Pantry,Pasta & Rice,,,EXISTING,existing_asset,/images/products/pasta.jpg,,existing
rice,Rice,Pantry,Pasta & Rice,,,EXISTING,existing_asset,/images/products/rice.jpg,,existing
pasta-sauce,Pasta Sauce,Pantry,Sauces,,,EXISTING,existing_asset,/images/products/pasta-sauce.jpg,,existing
ritz-crackers,Ritz Crackers,Pantry,Snacks,Ritz,,REAL_BRANDED,needs_licensed_sourcing,/images/products/ritz-crackers.jpg,"SOURCE A REAL Ritz product photo (manufacturer/retailer licensed photography). Do not generate fake branding/packaging. If not legitimately available, fall back to generic unbranded canonical photography: generic unbranded container or package. Ritz Crackers, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",needs_review
chicken-broth,Chicken Broth,Pantry,Soup & Broth,,,EXISTING,existing_asset,/images/products/chicken-broth.jpg,,existing
chili-powder,Chili Powder,Pantry,Spices,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/chili-powder.jpg,"generic unbranded container or package. Chili Powder, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
fajita-seasoning,Fajita Seasoning,Pantry,Spices,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/fajita-seasoning.jpg,"generic unbranded container or package. Fajita Seasoning, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
mustard-powder,Mustard Powder,Pantry,Spices,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/mustard-powder.jpg,"generic unbranded container or package. Mustard Powder, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
steak-spice,Steak Spice,Pantry,Spices,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/steak-spice.jpg,"generic unbranded container or package. Steak Spice, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
apples,Apples,Produce,Fruit,,,EXISTING,existing_asset,/images/products/apples.jpg,,existing
avocados,Avocados,Produce,Fruit,,,EXISTING,adobe_stock_licensed,/images/products/avocados.jpg,,sourced
bananas,Bananas,Produce,Fruit,,,EXISTING,existing_asset,/images/products/bananas.jpg,,existing
blueberries,Blueberries,Produce,Fruit,,,EXISTING,existing_asset,/images/products/blueberries.jpg,,existing
cantaloupe,Cantaloupe,Produce,Fruit,,,EXISTING,adobe_stock_licensed,/images/products/cantaloupe.jpg,,sourced
green-grapes,Green Grapes,Produce,Fruit,,,EXISTING,existing_asset,/images/products/grapes.jpg,,existing
kiwi,Kiwi,Produce,Fruit,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/kiwi.jpg,"natural whole produce, sensible small grouping if appropriate. Kiwi, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
lemons,Lemons,Produce,Fruit,,,EXISTING,adobe_stock_licensed,/images/products/lemons.jpg,,sourced
limes,Limes,Produce,Fruit,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/limes.jpg,"natural whole produce, sensible small grouping if appropriate. Limes, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
oranges,Oranges,Produce,Fruit,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/oranges.jpg,"natural whole produce, sensible small grouping if appropriate. Oranges, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
pineapple,Pineapple,Produce,Fruit,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/pineapple.jpg,"natural whole produce, sensible small grouping if appropriate. Pineapple, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
raspberries,Raspberries,Produce,Fruit,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/raspberries.jpg,"natural whole produce, sensible small grouping if appropriate. Raspberries, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
red-grapes,Red Grapes,Produce,Fruit,,,EXISTING,existing_asset,/images/products/grapes.jpg,,existing
strawberries,Strawberries,Produce,Fruit,,,EXISTING,existing_asset,/images/products/strawberries.jpg,,existing
watermelon,Watermelon,Produce,Fruit,,,EXISTING,adobe_stock_licensed,/images/products/watermelon.jpg,,sourced
green-leaf-lettuce,Green Leaf Lettuce,Produce,Leafy Greens,,,EXISTING,existing_asset,/images/products/lettuce.jpg,,existing
iceberg-lettuce,Iceberg Lettuce,Produce,Leafy Greens,,,EXISTING,existing_asset,/images/products/lettuce.jpg,,existing
romaine-lettuce,Romaine Lettuce,Produce,Leafy Greens,,,EXISTING,existing_asset,/images/products/lettuce.jpg,,existing
asparagus,Asparagus,Produce,Vegetables,,,EXISTING,adobe_stock_licensed,/images/products/asparagus.jpg,,sourced
broccoli,Broccoli,Produce,Vegetables,,,EXISTING,existing_asset,/images/products/broccoli.jpg,,existing
carrots,Carrots,Produce,Vegetables,,,EXISTING,existing_asset,/images/products/carrots.jpg,,existing
cauliflower,Cauliflower,Produce,Vegetables,,,EXISTING,adobe_stock_licensed,/images/products/cauliflower.jpg,,sourced
celery,Celery,Produce,Vegetables,,,EXISTING,adobe_stock_licensed,/images/products/celery.jpg,,sourced
cherry-tomatoes,Cherry Tomatoes,Produce,Vegetables,,,EXISTING,adobe_stock_licensed,/images/products/cherry-tomatoes.jpg,,sourced
corn-on-the-cob,Corn on the Cob,Produce,Vegetables,,,EXISTING,adobe_stock_licensed,/images/products/corn-on-the-cob.jpg,,sourced
english-cucumber,English Cucumber,Produce,Vegetables,,,EXISTING,adobe_stock_licensed,/images/products/english-cucumber.jpg,,sourced
garlic,Garlic,Produce,Vegetables,,,EXISTING,adobe_stock_licensed,/images/products/garlic.jpg,,sourced
grape-tomatoes,Grape Tomatoes,Produce,Vegetables,,,EXISTING,adobe_stock_licensed,/images/products/grape-tomatoes.jpg,,sourced
green-beans,Green Beans,Produce,Vegetables,,,EXISTING,adobe_stock_licensed,/images/products/green-beans.jpg,,sourced
green-bell-pepper,Green Bell Pepper,Produce,Vegetables,,,EXISTING,existing_asset,/images/products/bell-peppers.jpg,,existing
green-onion,Green Onion,Produce,Vegetables,,,EXISTING,adobe_stock_licensed,/images/products/green-onion.jpg,,sourced
mini-cucumbers,Mini Cucumbers,Produce,Vegetables,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/mini-cucumbers.jpg,"natural whole produce, sensible small grouping if appropriate. Mini Cucumbers, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
mushrooms,Mushrooms,Produce,Vegetables,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/mushrooms.jpg,"natural whole produce, sensible small grouping if appropriate. Mushrooms, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
potatoes,Potatoes,Produce,Vegetables,,,EXISTING,existing_asset,/images/products/potatoes.jpg,,existing
red-bell-pepper,Red Bell Pepper,Produce,Vegetables,,,EXISTING,existing_asset,/images/products/bell-peppers.jpg,,existing
red-onion,Red Onion,Produce,Vegetables,,,EXISTING,existing_asset,/images/products/onions.jpg,,existing
sweet-potato,Sweet Potato,Produce,Vegetables,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/sweet-potato.jpg,"natural whole produce, sensible small grouping if appropriate. Sweet Potato, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
tomatoes,Tomatoes,Produce,Vegetables,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/tomatoes.jpg,"natural whole produce, sensible small grouping if appropriate. Tomatoes, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
white-onion,White Onion,Produce,Vegetables,,,EXISTING,existing_asset,/images/products/onions.jpg,,existing
yellow-bell-pepper,Yellow Bell Pepper,Produce,Vegetables,,,EXISTING,existing_asset,/images/products/bell-peppers.jpg,,existing
yellow-onion,Yellow Onion,Produce,Vegetables,,,EXISTING,existing_asset,/images/products/onions.jpg,,existing
zucchini,Zucchini,Produce,Vegetables,,,GENERATED_CANONICAL,ai_generated_canonical,/images/products/zucchini.jpg,"natural whole produce, sensible small grouping if appropriate. Zucchini, premium photorealistic unbranded ecommerce product photography, 1024x1024, 1:1 square, warm-white clean background, soft studio lighting, subtle realistic shadow, product centered, 75-85% frame coverage, accurate natural color, high detail, clear at small mobile-card size, no people, no hands, no decorative scenes, no price stickers, no retailer logos, no fake brands, no fake packaging text, no watermarks, no emojis.",not_acquired
